k_1x11x4 greedy 1 11 4 8.592817	k_1x11x4.greedy 0	k_1x11x4.greedy 15	k_1x11x4 pbqp 1 11 4 8.247988	k_1x11x4.pbqp 0	k_1x11x4.pbqp 15
k_1x12x1 greedy 1 12 1 4.331066	k_1x12x1.greedy 0	k_1x12x1.greedy 13	k_1x12x1 pbqp 1 12 1 4.324375	k_1x12x1.pbqp 0	k_1x12x1.pbqp 13
k_1x12x2 greedy 1 12 2 8.000870	k_1x12x2.greedy 0	k_1x12x2.greedy 14	k_1x12x2 pbqp 1 12 2 8.000746	k_1x12x2.pbqp 0	k_1x12x2.pbqp 14
k_1x12x3 greedy 1 12 3 8.874431	k_1x12x3.greedy 0	k_1x12x3.greedy 15	k_1x12x3 pbqp 1 12 3 8.846184	k_1x12x3.pbqp 0	k_1x12x3.pbqp 15
k_1x12x4 greedy 1 12 4 8.362441	k_1x12x4.greedy 0	k_1x12x4.greedy 16	k_1x12x4 pbqp 1 12 4 8.838417	k_1x12x4.pbqp 0	k_1x12x4.pbqp 16
k_1x13x1 greedy 1 13 1 4.288286	k_1x13x1.greedy 0	k_1x13x1.greedy 14	k_1x13x1 pbqp 1 13 1 4.292552	k_1x13x1.pbqp 0	k_1x13x1.pbqp 14
k_1x13x2 greedy 1 13 2 7.946106	k_1x13x2.greedy 0	k_1x13x2.greedy 15	k_1x13x2 pbqp 1 13 2 7.945918	k_1x13x2.pbqp 0	k_1x13x2.pbqp 15
k_1x13x3 greedy 1 13 3 8.939510	k_1x13x3.greedy 0	k_1x13x3.greedy 16	k_1x13x3 pbqp 1 13 3 8.938982	k_1x13x3.pbqp 0	k_1x13x3.pbqp 16
k_1x14x1 greedy 1 14 1 4.273694	k_1x14x1.greedy 0	k_1x14x1.greedy 15	k_1x14x1 pbqp 1 14 1 4.274829	k_1x14x1.pbqp 0	k_1x14x1.pbqp 15
k_1x14x2 greedy 1 14 2 7.878489	k_1x14x2.greedy 0	k_1x14x2.greedy 16	k_1x14x2 pbqp 1 14 2 7.876923	k_1x14x2.pbqp 0	k_1x14x2.pbqp 16
k_1x14x3 greedy 1 14 3 8.989563	k_1x14x3.greedy 0	k_1x14x3.greedy 17	k_1x14x3 pbqp 1 14 3 8.953414	k_1x14x3.pbqp 0	k_1x14x3.pbqp 17
k_1x1x1 greedy 1 1 1 2.364511	k_1x1x1.greedy 0	k_1x1x1.greedy 2	k_1x1x1 pbqp 1 1 1 2.361518	k_1x1x1.pbqp 0	k_1x1x1.pbqp 2
k_1x1x2 greedy 1 1 2 8.286836	k_1x1x2.greedy 0	k_1x1x2.greedy 3	k_1x1x2 pbqp 1 1 2 8.284344	k_1x1x2.pbqp 0	k_1x1x2.pbqp 3
k_1x1x3 greedy 1 1 3 10.136846	k_1x1x3.greedy 0	k_1x1x3.greedy 4	k_1x1x3 pbqp 1 1 3 10.143789	k_1x1x3.pbqp 0	k_1x1x3.pbqp 4
k_1x1x4 greedy 1 1 4 10.866470	k_1x1x4.greedy 0	k_1x1x4.greedy 5	k_1x1x4 pbqp 1 1 4 10.684417	k_1x1x4.pbqp 0	k_1x1x4.pbqp 5
k_1x1x5 greedy 1 1 5 10.769231	k_1x1x5.greedy 0	k_1x1x5.greedy 6	k_1x1x5 pbqp 1 1 5 10.765154	k_1x1x5.pbqp 0	k_1x1x5.pbqp 6
k_1x1x6 greedy 1 1 6 10.926829	k_1x1x6.greedy 0	k_1x1x6.greedy 7	k_1x1x6 pbqp 1 1 6 10.926677	k_1x1x6.pbqp 0	k_1x1x6.pbqp 7
k_1x1x7 greedy 1 1 7 11.106944	k_1x1x7.greedy 0	k_1x1x7.greedy 8	k_1x1x7 pbqp 1 1 7 11.096849	k_1x1x7.pbqp 0	k_1x1x7.pbqp 8
k_1x1x8 greedy 1 1 8 11.217768	k_1x1x8.greedy 0	k_1x1x8.greedy 9	k_1x1x8 pbqp 1 1 8 11.248635	k_1x1x8.pbqp 0	k_1x1x8.pbqp 9
k_1x2x1 greedy 1 2 1 3.530451	k_1x2x1.greedy 0	k_1x2x1.greedy 3	k_1x2x1 pbqp 1 2 1 3.526620	k_1x2x1.pbqp 0	k_1x2x1.pbqp 3
k_1x2x2 greedy 1 2 2 8.261194	k_1x2x2.greedy 0	k_1x2x2.greedy 4	k_1x2x2 pbqp 1 2 2 8.111803	k_1x2x2.pbqp 0	k_1x2x2.pbqp 4
k_1x2x3 greedy 1 2 3 10.336147	k_1x2x3.greedy 0	k_1x2x3.greedy 5	k_1x2x3 pbqp 1 2 3 10.336419	k_1x2x3.pbqp 0	k_1x2x3.pbqp 5
k_1x2x4 greedy 1 2 4 10.829027	k_1x2x4.greedy 0	k_1x2x4.greedy 6	k_1x2x4 pbqp 1 2 4 10.823315	k_1x2x4.pbqp 0	k_1x2x4.pbqp 6
k_1x2x5 greedy 1 2 5 10.773133	k_1x2x5.greedy 0	k_1x2x5.greedy 7	k_1x2x5 pbqp 1 2 5 10.777748	k_1x2x5.pbqp 0	k_1x2x5.pbqp 7
k_1x2x6 greedy 1 2 6 10.879574	k_1x2x6.greedy 0	k_1x2x6.greedy 8	k_1x2x6 pbqp 1 2 6 10.879725	k_1x2x6.pbqp 0	k_1x2x6.pbqp 8
k_1x2x7 greedy 1 2 7 10.924222	k_1x2x7.greedy 0	k_1x2x7.greedy 9	k_1x2x7 pbqp 1 2 7 10.920965	k_1x2x7.pbqp 0	k_1x2x7.pbqp 9
k_1x2x8 greedy 1 2 8 10.997678	k_1x2x8.greedy 0	k_1x2x8.greedy 10	k_1x2x8 pbqp 1 2 8 11.001493	k_1x2x8.pbqp 0	k_1x2x8.pbqp 10
k_1x3x1 greedy 1 3 1 4.369740	k_1x3x1.greedy 0	k_1x3x1.greedy 4	k_1x3x1 pbqp 1 3 1 4.363484	k_1x3x1.pbqp 0	k_1x3x1.pbqp 4
k_1x3x2 greedy 1 3 2 8.256560	k_1x3x2.greedy 0	k_1x3x2.greedy 5	k_1x3x2 pbqp 1 3 2 8.120590	k_1x3x2.pbqp 0	k_1x3x2.pbqp 5
k_1x3x3 greedy 1 3 3 10.060402	k_1x3x3.greedy 0	k_1x3x3.greedy 6	k_1x3x3 pbqp 1 3 3 10.059754	k_1x3x3.pbqp 0	k_1x3x3.pbqp 6
k_1x3x4 greedy 1 3 4 10.632396	k_1x3x4.greedy 0	k_1x3x4.greedy 7	k_1x3x4 pbqp 1 3 4 10.599854	k_1x3x4.pbqp 0	k_1x3x4.pbqp 7
k_1x3x5 greedy 1 3 5 10.654630	k_1x3x5.greedy 0	k_1x3x5.greedy 8	k_1x3x5 pbqp 1 3 5 10.666841	k_1x3x5.pbqp 0	k_1x3x5.pbqp 8
k_1x3x6 greedy 1 3 6 10.736391	k_1x3x6.greedy 0	k_1x3x6.greedy 9	k_1x3x6 pbqp 1 3 6 10.752338	k_1x3x6.pbqp 0	k_1x3x6.pbqp 9
k_1x3x7 greedy 1 3 7 10.658565	k_1x3x7.greedy 0	k_1x3x7.greedy 10	k_1x3x7 pbqp 1 3 7 10.648610	k_1x3x7.pbqp 0	k_1x3x7.pbqp 10
k_1x3x8 greedy 1 3 8 10.858893	k_1x3x8.greedy 0	k_1x3x8.greedy 11	k_1x3x8 pbqp 1 3 8 10.869990	k_1x3x8.pbqp 0	k_1x3x8.pbqp 11
k_1x4x1 greedy 1 4 1 4.353876	k_1x4x1.greedy 0	k_1x4x1.greedy 5	k_1x4x1 pbqp 1 4 1 4.352898	k_1x4x1.pbqp 0	k_1x4x1.pbqp 5
k_1x4x2 greedy 1 4 2 8.190397	k_1x4x2.greedy 0	k_1x4x2.greedy 6	k_1x4x2 pbqp 1 4 2 8.190013	k_1x4x2.pbqp 0	k_1x4x2.pbqp 6
k_1x4x3 greedy 1 4 3 9.967186	k_1x4x3.greedy 0	k_1x4x3.greedy 7	k_1x4x3 pbqp 1 4 3 9.961620	k_1x4x3.pbqp 0	k_1x4x3.pbqp 7
k_1x4x4 greedy 1 4 4 10.563947	k_1x4x4.greedy 0	k_1x4x4.greedy 8	k_1x4x4 pbqp 1 4 4 10.560110	k_1x4x4.pbqp 0	k_1x4x4.pbqp 8
k_1x4x5 greedy 1 4 5 10.570477	k_1x4x5.greedy 0	k_1x4x5.greedy 9	k_1x4x5 pbqp 1 4 5 10.602347	k_1x4x5.pbqp 0	k_1x4x5.pbqp 9
k_1x4x6 greedy 1 4 6 10.674500	k_1x4x6.greedy 0	k_1x4x6.greedy 10	k_1x4x6 pbqp 1 4 6 10.685836	k_1x4x6.pbqp 0	k_1x4x6.pbqp 10
k_1x4x7 greedy 1 4 7 10.879574	k_1x4x7.greedy 0	k_1x4x7.greedy 11	k_1x4x7 pbqp 1 4 7 10.883324	k_1x4x7.pbqp 0	k_1x4x7.pbqp 11
k_1x4x8 greedy 1 4 8 10.879914	k_1x4x8.greedy 0	k_1x4x8.greedy 12	k_1x4x8 pbqp 1 4 8 10.871211	k_1x4x8.pbqp 0	k_1x4x8.pbqp 12
k_1x5x1 greedy 1 5 1 4.363996	k_1x5x1.greedy 0	k_1x5x1.greedy 6	k_1x5x1 pbqp 1 5 1 4.352753	k_1x5x1.pbqp 0	k_1x5x1.pbqp 6
k_1x5x2 greedy 1 5 2 8.167034	k_1x5x2.greedy 0	k_1x5x2.greedy 7	k_1x5x2 pbqp 1 5 2 8.167993	k_1x5x2.pbqp 0	k_1x5x2.pbqp 7
k_1x5x3 greedy 1 5 3 10.000691	k_1x5x3.greedy 0	k_1x5x3.greedy 8	k_1x5x3 pbqp 1 5 3 9.994426	k_1x5x3.pbqp 0	k_1x5x3.pbqp 8
k_1x5x4 greedy 1 5 4 10.254505	k_1x5x4.greedy 0	k_1x5x4.greedy 9	k_1x5x4 pbqp 1 5 4 10.254606	k_1x5x4.pbqp 0	k_1x5x4.pbqp 9
k_1x5x5 greedy 1 5 5 10.549394	k_1x5x5.greedy 0	k_1x5x5.greedy 10	k_1x5x5 pbqp 1 5 5 10.554863	k_1x5x5.pbqp 0	k_1x5x5.pbqp 10
k_1x5x6 greedy 1 5 6 10.667103	k_1x5x6.greedy 0	k_1x5x6.greedy 11	k_1x5x6 pbqp 1 5 6 10.657216	k_1x5x6.pbqp 0	k_1x5x6.pbqp 11
k_1x5x7 greedy 1 5 7 11.674940	k_1x5x7.greedy 0	k_1x5x7.greedy 12	k_1x5x7 pbqp 1 5 7 11.688554	k_1x5x7.pbqp 0	k_1x5x7.pbqp 12
k_1x5x8 greedy 1 5 8 10.615181	k_1x5x8.greedy 0	k_1x5x8.greedy 13	k_1x5x8 pbqp 1 5 8 10.614100	k_1x5x8.pbqp 0	k_1x5x8.pbqp 13
k_1x6x1 greedy 1 6 1 4.324902	k_1x6x1.greedy 0	k_1x6x1.greedy 7	k_1x6x1 pbqp 1 6 1 4.318375	k_1x6x1.pbqp 0	k_1x6x1.pbqp 7
